class_id,course_code,semester,class_group,lecturer_name
2964,SP1035,HK261,L03,Võ Ngọc Quân
2965,SP1037,HK261,L01,Lê Đức Nam
2966,SP1037,HK261,L02,Bùi Anh Hiếu
2967,SP1037,HK261,L03,Lý Gia Lam
2968,SP1037,HK261,L04,Bùi Ngọc Anh
2969,SP1037,HK261,L05,Bùi Ngọc Anh
2970,SP1037,HK261,L06,Đặng Đức Châu
2971,SP1039,HK261,L01,Dương Hữu Bảo
2972,SP1039,HK261,L02,Nguyễn Hoàng Hùng
2973,SP1039,HK261,L03,Võ Gia Nhi
2974,SP1039,HK261,L04,Đặng Gia Hiếu
2975,CH1003,HK231,L01,Lê Thanh Hải
2976,CH1003,HK231,L02,Đỗ Thanh Châu
2977,CH1003,HK231,L03,Dương Thị Phúc
2978,CH1003,HK231,L04,Đặng Quang Hải
2979,CH1003,HK231,L05,Phạm Khánh Nam
2980,CO1005,HK231,L01,Lê Tuấn Nhi
2981,CO1005,HK231,L02,Lê Đức An
2982,CO1005,HK231,L03,Ngô Hữu Duy
2983,CO1005,HK231,L04,Ngô Thị Yến
2984,CO1005,HK231,L05,Phạm Gia Anh
2985,CO1005,HK231,L06,Lê Ngọc Nhi
2986,CO1005,HK231,L07,Đỗ Minh Duy
2987,CO1005,HK231,L08,Võ Khánh Việt
2988,CO1005,HK231,L09,Lý Hoàng Trinh
2989,CO1005,HK231,L10,Lê Anh Thảo
2990,CO1007,HK231,L01,Dương Anh Thảo
2991,CO1007,HK231,L02,Nguyễn Ngọc Duy
2992,CO1007,HK231,L03,Nguyễn Thanh Hùng
2993,CO1007,HK231,L04,Đặng Quang Hải
2994,CO1007,HK231,L05,Hồ Khánh Phúc
2995,CO1007,HK231,L06,Dương Anh An
2996,CO1023,HK231,L01,Trần Minh Hiếu
2997,CO1023,HK231,L02,Trần Tuấn Lam
2998,CO1023,HK231,L03,Lý Hoàng Duy
2999,CO1023,HK231,L04,Đỗ Ngọc Duy
3000,CO1023,HK231,L05,Huỳnh Ngọc Khôi
3001,CO1023,HK231,L06,Bùi Ngọc Anh
3002,CO1023,HK231,L07,Phạm Hoàng Trinh
3003,CO1023,HK231,L08,Đỗ Hữu Quân
3004,CO1023,HK231,L09,Hồ Thị Hiếu
3005,CO1023,HK231,L10,Đỗ Thanh Châu
3006,CO1027,HK231,L01,Nguyễn Gia Thảo
3007,CO1027,HK231,L02,Dương Quang Hà
3008,CO1027,HK231,L03,Lý Hoàng Duy
3009,CO1027,HK231,L04,Lý Anh Quân
3010,CO1027,HK231,L05,Dương Minh Tuấn
3011,CO1027,HK231,L06,Trần Thị Bảo
3012,CO1027,HK231,L07,Bùi Anh Trinh
3013,CO1027,HK231,L08,Dương Quang Hà
3014,CO2001,HK231,L01,Phạm Khánh Nam
3015,CO2001,HK231,L02,Huỳnh Phương Long
3016,CO2001,HK231,L03,Dương Đức Khôi
3017,CO2003,HK231,L01,Nguyễn Tuấn Tuấn
3018,CO2003,HK231,L02,Đỗ Minh Duy
3019,CO2003,HK231,L03,Đỗ Ngọc Duy
3020,CO2003,HK231,L04,Lê Khánh Minh
3021,CO2003,HK231,L05,Lê Quang Hiếu
3022,CO2003,HK231,L06,Lê Quốc Yến
3023,CO2003,HK231,L07,Huỳnh Anh Nam
3024,CO2003,HK231,L08,Lý Hoàng Duy
3025,CO2003,HK231,L09,Phạm Gia Anh
3026,CO2003,HK231,L10,Đỗ Tuấn Linh
3027,CO2007,HK231,L01,Đỗ Thanh Châu
3028,CO2007,HK231,L02,Nguyễn Anh Trang
3029,CO2007,HK231,L03,Nguyễn Quốc Tuấn
3030,CO2007,HK231,L04,Đỗ Tuấn Linh
3031,CO2007,HK231,L05,Lê Khánh Yến
3032,CO2007,HK231,L06,Huỳnh Ngọc Khôi
3033,CO2007,HK231,L07,Lê Quốc Yến
3034,CO2007,HK231,L08,Vũ Quốc Châu
3035,CO2007,HK231,L09,Lý Hoàng Trinh
3036,CO2011,HK231,L01,Nguyễn Ngọc Duy
3037,CO2011,HK231,L02,Võ Quang Hà
3038,CO2011,HK231,L03,Đỗ Thanh Châu
3039,CO2011,HK231,L04,Dương Anh An
3040,CO2011,HK231,L05,Huỳnh Hữu Trinh
3041,CO2013,HK231,L01,Dương Minh Tuấn
3042,CO2013,HK231,L02,Nguyễn Quốc Tuấn
3043,CO2013,HK231,L03,Nguyễn Quang Tuấn
3044,CO2013,HK231,L04,Nguyễn Quang Tuấn
3045,CO2017,HK231,L01,Lý Hoàng Duy
3046,CO2017,HK231,L02,Ngô Hữu Duy
3047,CO2017,HK231,L03,Huỳnh Hữu Trinh
3048,CO2039,HK231,L01,Phạm Ngọc Nam
3049,CO2039,HK231,L02,Nguyễn Tuấn Tuấn
3050,CO2039,HK231,L03,Đỗ Thanh Châu
3051,CO2039,HK231,L04,Ngô Thị Yến
3052,CO2039,HK231,L05,Lê Khánh Yến
3053,CO2039,HK231,L06,Đỗ Hữu Phát
3054,CO2039,HK231,L07,Huỳnh Ngọc Khôi
3055,CO2039,HK231,L08,Phạm Gia Anh
3056,CO2039,HK231,L09,Bùi Anh Trinh
3057,CO2039,HK231,L10,Huỳnh Hữu Trinh
3058,CO3001,HK231,L01,Trần Thị Bảo
3059,CO3001,HK231,L02,Lý Anh Quân
3060,CO3001,HK231,L03,Đỗ Minh Trang
3061,CO3001,HK231,L04,Võ Ngọc Lam
3062,CO3005,HK231,L01,Lý Khánh Hiếu
3063,CO3005,HK231,L02,Đỗ Đức Khang
3064,CO3005,HK231,L03,Lê Quang Hiếu
3065,CO3005,HK231,L04,Đặng Đức Châu
3066,CO3011,HK231,L01,Lý Gia Lam
3067,CO3011,HK231,L02,Nguyễn Quang Tuấn
3068,CO3011,HK231,L03,Phạm Khánh Nam
3069,CO3011,HK231,L04,Đỗ Thanh Châu
3070,CO3013,HK231,L01,Lê Thanh Hải
3071,CO3013,HK231,L02,Đỗ Đức Khang
3072,CO3013,HK231,L03,Đặng Phương Hùng
3073,CO3013,HK231,L04,Đỗ Hữu Quân
3074,CO3013,HK231,L05,Võ Phương Khôi
3075,CO3013,HK231,L06,Đỗ Văn Uyên
3076,CO3013,HK231,L07,Võ Ngọc Lam
3077,CO3013,HK231,L08,Đỗ Ngọc Duy
3078,CO3013,HK231,L09,Bùi Ngọc Anh
3079,CO3013,HK231,L10,Phạm Hoàng Trinh
3080,CO3015,HK231,L01,Hồ Anh Quang
3081,CO3015,HK231,L02,Đỗ Ngọc Duy
3082,CO3015,HK231,L03,Dương Quang Hà
3083,CO3015,HK231,L04,Nguyễn Anh Trang
3084,CO3017,HK231,L01,Lê Tuấn Nhi
3085,CO3017,HK231,L02,Dương Tuấn Tú
3086,CO3017,HK231,L03,Lý Hoàng Duy
3087,CO3017,HK231,L04,Đỗ Hữu Phát
3088,CO3021,HK231,L01,Phạm Khánh Nam
3089,CO3021,HK231,L02,Ngô Quang Châu
3090,CO3021,HK231,L03,Nguyễn Anh Trang
3091,CO3021,HK231,L04,Lê Khánh Yến
3092,CO3021,HK231,L05,Dương Minh Tuấn
3093,CO3021,HK231,L06,Võ Quang Hà
3094,CO3023,HK231,L01,Huỳnh Ngọc Khôi
3095,CO3023,HK231,L02,Đỗ Anh Minh
3096,CO3023,HK231,L03,Võ Khánh Việt
3097,CO3023,HK231,L04,Lê Ngọc Nhi
3098,CO3023,HK231,L05,Lê Thanh Hải
3099,CO3023,HK231,L06,Hồ Minh Nam
3100,CO3027,HK231,L01,Đỗ Ngọc Duy
3101,CO3027,HK231,L02,Bùi Hữu Trinh
3102,CO3027,HK231,L03,Đặng Phương Hùng
3103,CO3027,HK231,L04,Đặng Đức Châu
3104,CO3027,HK231,L05,Phạm Ngọc Nam
3105,CO3029,HK231,L01,Đỗ Minh Duy
3106,CO3029,HK231,L02,Võ Ngọc Quân
3107,CO3029,HK231,L03,Đỗ Hữu Phát
3108,CO3029,HK231,L04,Huỳnh Ngọc Khôi
3109,CO3031,HK231,L01,Nguyễn Gia Thảo
3110,CO3031,HK231,L02,Bùi Quang Khôi
3111,CO3031,HK231,L03,Lý Khánh Hiếu
3112,CO3031,HK231,L04,Huỳnh Ngọc Khôi
3113,CO3031,HK231,L05,Bùi Ngọc Anh
3114,CO3033,HK231,L01,Hồ Khánh Trinh
3115,CO3033,HK231,L02,Võ Minh Châu
3116,CO3033,HK231,L03,Hồ Anh Quang
3117,CO3035,HK231,L01,Bùi Quang Khôi
3118,CO3035,HK231,L02,Vũ Quốc Châu
3119,CO3035,HK231,L03,Võ Ngọc Quân
3120,CO3035,HK231,L04,Phạm Hoàng Trinh
3121,CO3035,HK231,L05,Ngô Quốc An
3122,CO3035,HK231,L06,Đỗ Thanh Châu
3123,CO3035,HK231,L07,Võ Khánh Việt
3124,CO3035,HK231,L08,Đỗ Minh Duy
3125,CO3035,HK231,L09,Võ Khánh Việt
3126,CO3035,HK231,L10,Huỳnh Hữu Trinh
3127,CO3037,HK231,L01,Dương Thị Phúc
3128,CO3037,HK231,L02,Đỗ Hữu Quân
3129,CO3037,HK231,L03,Đỗ Minh Duy
3130,CO3037,HK231,L04,Phạm Hoàng Trinh
3131,CO3037,HK231,L05,Phạm Khánh Nam
3132,CO3037,HK231,L06,Đỗ Tuấn Linh
3133,CO3037,HK231,L07,Ngô Quang Châu
3134,CO3037,HK231,L08,Ngô Hữu Duy
3135,CO3037,HK231,L09,Huỳnh Quốc Linh
3136,CO3041,HK231,L01,Đặng Quang Hải
3137,CO3041,HK231,L02,Nguyễn Gia Thảo
3138,CO3041,HK231,L03,Vũ Quốc Châu
3139,CO3041,HK231,L04,Dương Anh Thảo
3140,CO3041,HK231,L05,Phạm Khánh Nam
3141,CO3041,HK231,L06,Lý Đức Anh
3142,CO3041,HK231,L07,Trần Thị Bảo
3143,CO3043,HK231,L01,Võ Gia Nhi
3144,CO3043,HK231,L02,Huỳnh Ngọc Khôi
3145,CO3043,HK231,L03,Đặng Đức Châu
3146,CO3043,HK231,L04,Dương Anh An
3147,CO3043,HK231,L05,Lê Ngọc Nhi
3148,CO3043,HK231,L06,Đặng Gia Hiếu
3149,CO3045,HK231,L01,Lê Quốc Yến
3150,CO3045,HK231,L02,Đỗ Ngọc Duy
3151,CO3045,HK231,L03,Đỗ Hữu Quân
3152,CO3045,HK231,L04,Bùi Minh Minh
3153,CO3045,HK231,L05,Nguyễn Hoàng Hùng
3154,CO3045,HK231,L06,Ngô Hữu Duy
3155,CO3045,HK231,L07,Lê Hoàng Lam
3156,CO3045,HK231,L08,Hoàng Khánh Long
3157,CO3047,HK231,L01,Huỳnh Anh Nam
3158,CO3047,HK231,L02,Hồ Khánh Phúc
3159,CO3047,HK231,L03,Lê Đức Nam
3160,CO3047,HK231,L04,Võ Hữu Mai
3161,CO3047,HK231,L05,Hồ Anh Quang
3162,CO3049,HK231,L01,Lê Hoàng Lam
3163,CO3049,HK231,L02,Đặng Phương Hùng
3164,CO3049,HK231,L03,Vũ Ngọc Linh
3165,CO3049,HK231,L04,Lý Hoàng Trinh
3166,CO3049,HK231,L05,Huỳnh Ngọc Khôi
3167,CO3049,HK231,L06,Hoàng Thị Hiếu
3168,CO3049,HK231,L07,Võ Quang Hà
3169,CO3049,HK231,L08,Hồ Anh Quang
3170,CO3049,HK231,L09,Đặng Phương Hùng
3171,CO3051,HK231,L01,Phan Văn Trang
3172,CO3051,HK231,L02,Dương Minh Tuấn
3173,CO3051,HK231,L03,Lê Khánh Minh
3174,CO3057,HK231,L01,Vũ Ngọc Linh
3175,CO3057,HK231,L02,Võ Quang Hà
3176,CO3057,HK231,L03,Đỗ Hữu Phát
3177,CO3057,HK231,L04,Trần Minh Hiếu
3178,CO3057,HK231,L05,Vũ Ngọc Linh
3179,CO3057,HK231,L06,Đặng Gia Hiếu
3180,CO3057,HK231,L07,Nguyễn Hoàng Hùng
3181,CO3057,HK231,L08,Bùi Ngọc Anh
3182,CO3057,HK231,L09,Bùi Ngọc Bảo
3183,CO3057,HK231,L10,Trần Minh Hiếu
3184,CO3059,HK231,L01,Hồ Minh Nam
3185,CO3059,HK231,L02,Phan Quốc Trinh
3186,CO3059,HK231,L03,Võ Quang Hà
3187,CO3059,HK231,L04,Bùi Minh Minh
3188,CO3059,HK231,L05,Đặng Phương Hùng
3189,CO3059,HK231,L06,Võ Gia Nhi
3190,CO3059,HK231,L07,Võ Hữu Mai
3191,CO3059,HK231,L08,Vũ Ngọc Linh
3192,CO3059,HK231,L09,Đỗ Tuấn Linh
3193,CO3059,HK231,L10,Võ Phương Khôi
3194,CO3061,HK231,L01,Hoàng Thị Hiếu
3195,CO3061,HK231,L02,Hoàng Thị Hiếu
3196,CO3061,HK231,L03,Lý Hoàng Trinh
3197,CO3061,HK231,L04,Dương Đức Khôi
3198,CO3061,HK231,L05,Dương Thị Phúc
3199,CO3061,HK231,L06,Hoàng Gia Châu
3200,CO3065,HK231,L01,Đỗ Ngọc Duy
3201,CO3065,HK231,L02,Lý Gia Lam
3202,CO3065,HK231,L03,Đặng Đức Châu
3203,CO3065,HK231,L04,Lý Gia Lam
3204,CO3065,HK231,L05,Dương Đức Khôi
3205,CO3065,HK231,L06,Ngô Thanh Lam
3206,CO3065,HK231,L07,Võ Ngọc Quân
3207,CO3067,HK231,L01,Dương Anh Thảo
3208,CO3067,HK231,L02,Đặng Đức Châu
3209,CO3067,HK231,L03,Lê Ngọc Nhi
3210,CO3067,HK231,L04,Nguyễn Ngọc Hải
3211,CO3069,HK231,L01,Đỗ Tuấn Linh
3212,CO3069,HK231,L02,Lý Hoàng Duy
3213,CO3069,HK231,L03,Phạm Khánh Nam
3214,CO3069,HK231,L04,Đặng Gia Hiếu
3215,CO3069,HK231,L05,Đỗ Hữu Phát
3216,CO3069,HK231,L06,Phan Văn Trang
3217,CO3069,HK231,L07,Dương Anh Thảo
3218,CO3069,HK231,L08,Võ Gia Nhi
3219,CO3071,HK231,L01,Nguyễn Quốc Tuấn
3220,CO3071,HK231,L02,Hoàng Khánh Long
3221,CO3071,HK231,L03,Võ Ngọc Quân
3222,CO3071,HK231,L04,Phạm Khánh Nam
3223,CO3071,HK231,L05,Trần Thị Bảo
3224,CO3071,HK231,L06,Hồ Thị Hiếu
3225,CO3071,HK231,L07,Nguyễn Tuấn Tuấn
3226,CO3083,HK231,L01,Bùi Quang Hà
3227,CO3083,HK231,L02,Bùi Anh Hiếu
3228,CO3083,HK231,L03,Phạm Ngọc Nam
3229,CO3083,HK231,L04,Võ Ngọc Quân
3230,CO3083,HK231,L05,Trần Minh Hiếu
3231,CO3085,HK231,L01,Bùi Ngọc Bảo
3232,CO3085,HK231,L02,Lý Đức Khôi
3233,CO3085,HK231,L03,Lê Khánh Yến
3234,CO3085,HK231,L04,Lê Thanh Hải
3235,CO3085,HK231,L05,Bùi Anh Trinh
3236,CO3085,HK231,L06,Hồ Khánh Trinh
3237,CO3085,HK231,L07,Ngô Quốc An
3238,CO3085,HK231,L08,Võ Gia Nhi
3239,CO3085,HK231,L09,Phạm Khánh Nam
3240,CO3089,HK231,L01,Đỗ Hữu Phát
3241,CO3089,HK231,L02,Vũ Ngọc Linh
3242,CO3089,HK231,L03,Phạm Khánh Nam
3243,CO3089,HK231,L04,Ngô Quốc An
3244,CO3089,HK231,L05,Lý Đức Khôi
3245,CO3089,HK231,L06,Hồ Minh Nam
3246,CO3089,HK231,L07,Huỳnh Quốc Linh
3247,CO3089,HK231,L08,Hồ Minh Nam
3248,CO3089,HK231,L09,Đặng Quang Hải
3249,CO3089,HK231,L10,Võ Minh Châu
3250,CO3093,HK231,L01,Võ Hữu Mai
3251,CO3093,HK231,L02,Đặng Gia Hiếu
3252,CO3093,HK231,L03,Dương Thị Phúc
3253,CO3093,HK231,L04,Ngô Quốc An
3254,CO3101,HK231,L01,Võ Ngọc Lam
3255,CO3101,HK231,L02,Phan Quốc Trinh
3256,CO3101,HK231,L03,Hoàng Khánh Long
3257,CO3101,HK231,L04,Bùi Ngọc Anh
3258,CO3101,HK231,L05,Lê Đức Nam
3259,CO3101,HK231,L06,Đỗ Ngọc Duy
3260,CO3101,HK231,L07,Đỗ Anh Minh
3261,CO3101,HK231,L08,Võ Khánh Việt
3262,CO3101,HK231,L09,Võ Ngọc Lam
3263,CO3101,HK231,L10,Hoàng Quang Hiếu
3264,CO3103,HK231,L01,Hoàng Gia Châu
3265,CO3103,HK231,L02,Đỗ Minh Duy
3266,CO3103,HK231,L03,Lê Khánh Yến
3267,CO3103,HK231,L04,Bùi Anh Trinh
3268,CO3103,HK231,L05,Lê Đức An
3269,CO3103,HK231,L06,Dương Tuấn Tú
3270,CO3103,HK231,L07,Trần Minh Hiếu
3271,CO3103,HK231,L08,Lê Anh Thảo
3272,CO3103,HK231,L09,Ngô Hữu Duy
3273,CO3105,HK231,L01,Bùi Anh Trinh
3274,CO3105,HK231,L02,Nguyễn Anh Trang
3275,CO3105,HK231,L03,Đặng Phương Hùng
3276,CO3105,HK231,L04,Ngô Quang Châu
3277,CO3105,HK231,L05,Nguyễn Gia Thảo
3278,CO3105,HK231,L06,Đặng Đức Châu
3279,CO3105,HK231,L07,Huỳnh Phương Long
3280,CO3105,HK231,L08,Võ Khánh Việt
3281,CO3105,HK231,L09,Lê Tuấn Nhi
3282,CO3107,HK231,L01,Phạm Khánh Nam
3283,CO3107,HK231,L02,Huỳnh Ngọc Khôi
3284,CO3107,HK231,L03,Nguyễn Anh Trang
3285,CO3109,HK231,L01,Đỗ Anh Minh
3286,CO3109,HK231,L02,Lý Gia Lam
3287,CO3109,HK231,L03,Hồ Khánh Trinh
3288,CO3109,HK231,L04,Hồ Thị Hiếu
3289,CO3109,HK231,L05,Lý Hoàng Trinh
3290,CO3109,HK231,L06,Nguyễn Thanh Hùng
3291,CO3109,HK231,L07,Nguyễn Quang Tuấn
3292,CO3109,HK231,L08,Bùi Quang Hà
3293,CO3109,HK231,L09,Huỳnh Phương Long
3294,CO3111,HK231,L01,Vũ Quốc Châu
3295,CO3111,HK231,L02,Võ Hữu Mai
3296,CO3111,HK231,L03,Bùi Anh Trinh
3297,CO3111,HK231,L04,Đỗ Tuấn Linh
3298,CO3111,HK231,L05,Hoàng Thị Hiếu
3299,CO3111,HK231,L06,Dương Minh Tuấn
3300,CO3111,HK231,L07,Hồ Khánh Trinh
3301,CO3111,HK231,L08,Huỳnh Ngọc Khôi
3302,CO3115,HK231,L01,Hoàng Quang Hiếu
3303,CO3115,HK231,L02,Lê Ngọc Nhi
3304,CO3115,HK231,L03,Phạm Đức Nhi
3305,CO3115,HK231,L04,Lê Tuấn Nhi
3306,CO3115,HK231,L05,Đỗ Đức Khang
3307,CO3115,HK231,L06,Đỗ Văn Uyên
3308,CO3115,HK231,L07,Huỳnh Anh Nam
3309,CO3117,HK231,L01,Đặng Đức Châu
3310,CO3117,HK231,L02,Nguyễn Gia Thảo
3311,CO3117,HK231,L03,Đỗ Ngọc Duy
3312,CO3119,HK231,L01,Lý Đức Khôi
3313,CO3119,HK231,L02,Lý Khánh Hiếu
3314,CO3119,HK231,L03,Lê Quang Hiếu
3315,CO3119,HK231,L04,Lê Anh Thảo
3316,CO3119,HK231,L05,Võ Ngọc Lam
3317,CO3119,HK231,L06,Bùi Hữu Trinh
3318,CO3119,HK231,L07,Lý Hoàng Trinh
3319,CO3119,HK231,L08,Võ Ngọc Lam
3320,CO3127,HK231,L01,Phan Quốc Trinh
3321,CO3127,HK231,L02,Hồ Thị Hiếu
3322,CO3127,HK231,L03,Phạm Ngọc Nam
3323,CO3127,HK231,L04,Dương Anh An
3324,CO3127,HK231,L05,Ngô Thị Yến
3325,CO3129,HK231,L01,Võ Hữu Mai
3326,CO3129,HK231,L02,Võ Minh Châu
3327,CO3129,HK231,L03,Huỳnh Phương Long
3328,CO3129,HK231,L04,Nguyễn Thanh Hùng
3329,CO3129,HK231,L05,Hồ Thị Hiếu
3330,CO3131,HK231,L01,Trần Thị Bảo
3331,CO3131,HK231,L02,Bùi Ngọc Bảo
3332,CO3131,HK231,L03,Lê Ngọc Nhi
3333,CO3131,HK231,L04,Hoàng Gia Châu
3334,CO3131,HK231,L05,Hồ Anh Quang
3335,CO3133,HK231,L01,Đặng Gia Hiếu
3336,CO3133,HK231,L02,Lê Quốc Yến
3337,CO3133,HK231,L03,Phạm Đức Nhi
3338,CO3133,HK231,L04,Nguyễn Gia Thảo
3339,CO3133,HK231,L05,Lý Đức Khôi
3340,CO3133,HK231,L06,Võ Ngọc Quân
3341,CO3135,HK231,L01,Đỗ Minh Trang
3342,CO3135,HK231,L02,Đỗ Hữu Quân
3343,CO3135,HK231,L03,Lê Khánh Yến
3344,CO3135,HK231,L04,Dương Minh Tuấn
3345,CO3135,HK231,L05,Ngô Hữu Duy
3346,CO3135,HK231,L06,Đặng Quốc Trang
3347,CO3135,HK231,L07,Đỗ Minh Trang
3348,CO3135,HK231,L08,Lý Gia Lam
3349,CO3135,HK231,L09,Đỗ Hữu Phát
3350,CO3137,HK231,L01,Phạm Hoàng Trinh
3351,CO3137,HK231,L02,Dương Tuấn Tú
3352,CO3137,HK231,L03,Phạm Hoàng Trinh
3353,CO3137,HK231,L04,Lý Anh Quân
3354,CO3139,HK231,L01,Hồ Anh Quang
3355,CO3139,HK231,L02,Đỗ Tuấn Linh
3356,CO3139,HK231,L03,Nguyễn Ngọc Duy
3357,CO3139,HK231,L04,Phạm Ngọc Nam
3358,CO3139,HK231,L05,Huỳnh Quốc Linh
3359,CO3139,HK231,L06,Dương Đức Khôi
3360,CO3151,HK231,L01,Phan Văn Trang
3361,CO3151,HK231,L02,Đặng Đức Châu
3362,CO3151,HK231,L03,Đặng Phương Hùng
3363,CO3153,HK231,L01,Bùi Quang Hà
3364,CO3153,HK231,L02,Dương Tuấn Tú
3365,CO3153,HK231,L03,Lê Khánh Yến
3366,CO3153,HK231,L04,Huỳnh Hữu Trinh
3367,CO3153,HK231,L05,Lê Đức Nam
3368,CO3153,HK231,L06,Nguyễn Anh Trang
3369,CO3153,HK231,L07,Phạm Hoàng Trinh
3370,CO3335,HK231,L01,Dương Anh Thảo
3371,CO3335,HK231,L02,Huỳnh Anh Nam
3372,CO3335,HK231,L03,Võ Quang Hà
3373,CO3335,HK231,L04,Dương Đức Khôi
3374,CO4025,HK231,L01,Trần Tuấn Lam
3375,CO4025,HK231,L02,Hoàng Khánh Long
3376,CO4025,HK231,L03,Bùi Quang Khôi
3377,CO4029,HK231,L01,Lê Quang Hiếu
3378,CO4029,HK231,L02,Đỗ Thanh Châu
3379,CO4029,HK231,L03,Đặng Quang Hải
3380,CO4029,HK231,L04,Đỗ Ngọc Duy
3381,CO4029,HK231,L05,Lý Anh Quân
3382,CO4029,HK231,L06,Nguyễn Quang Tuấn
3383,CO4029,HK231,L07,Võ Ngọc Quân
3384,CO4029,HK231,L08,Dương Tuấn Tú
3385,CO4029,HK231,L09,Đỗ Hữu Long
3386,CO4029,HK231,L10,Vũ Quốc Châu
3387,CO4031,HK231,L01,Vũ Ngọc Linh
3388,CO4031,HK231,L02,Hoàng Khánh Long
3389,CO4031,HK231,L03,Lý Gia Lam
3390,CO4031,HK231,L04,Lê Anh Thảo
3391,CO4031,HK231,L05,Dương Anh An
3392,CO4031,HK231,L06,Lê Đức Nam
3393,CO4031,HK231,L07,Phạm Hoàng Trinh
3394,CO4033,HK231,L01,Dương Thị Phúc
3395,CO4033,HK231,L02,Dương Tuấn Tú
3396,CO4033,HK231,L03,Hồ Anh Quang
3397,CO4035,HK231,L01,Phạm Đức Nhi
3398,CO4035,HK231,L02,Bùi Anh Hiếu
3399,CO4035,HK231,L03,Dương Hữu Bảo
3400,CO4037,HK231,L01,Bùi Ngọc Anh
3401,CO4037,HK231,L02,Huỳnh Quốc Linh
3402,CO4037,HK231,L03,Huỳnh Anh Nam
3403,CO4037,HK231,L04,Lê Đức An
3404,CO4037,HK231,L05,Hoàng Gia Châu
3405,CO4037,HK231,L06,Dương Quang Hà
3406,CO4037,HK231,L07,Vũ Ngọc Linh
3407,CO4037,HK231,L08,Lê Ngọc Nhi
3408,CO4039,HK231,L01,Đỗ Tuấn Linh
3409,CO4039,HK231,L02,Hồ Anh Quang
3410,CO4039,HK231,L03,Trần Tuấn Lam
3411,CO4039,HK231,L04,Lý Gia Lam
3412,CO4039,HK231,L05,Bùi Anh Hiếu
3413,CO4039,HK231,L06,Lý Gia Lam
3414,CO4039,HK231,L07,Ngô Hữu Duy
3415,CO4337,HK231,L01,Dương Thị Phúc
3416,CO4337,HK231,L02,Lê Thanh Hải
3417,CO4337,HK231,L03,Đặng Gia Hiếu
3418,CO4337,HK231,L04,Lê Quang Hiếu
3419,CO4337,HK231,L05,Nguyễn Thanh Hùng
3420,IM1013,HK231,L01,Bùi Quang Hà
3421,IM1013,HK231,L02,Ngô Quang Châu
3422,IM1013,HK231,L03,Huỳnh Ngọc Khôi
3423,IM1013,HK231,L04,Bùi Minh Minh
3424,IM1013,HK231,L05,Trần Tuấn Lam
3425,IM1013,HK231,L06,Lê Thanh Hải
3426,IM1013,HK231,L07,Võ Khánh Việt
3427,IM1013,HK231,L08,Nguyễn Gia Thảo
3428,IM1013,HK231,L09,Nguyễn Quốc Tuấn
3429,IM1013,HK231,L10,Lê Đức Nam
3430,IM1023,HK231,L01,Nguyễn Hoàng Hùng
3431,IM1023,HK231,L02,Bùi Anh Trinh
3432,IM1023,HK231,L03,Lê Đức An
3433,IM1025,HK231,L01,Dương Quang Hà
3434,IM1025,HK231,L02,Ngô Quang Châu
3435,IM1025,HK231,L03,Lý Gia Lam
3436,IM1025,HK231,L04,Nguyễn Gia Thảo
3437,IM1027,HK231,L01,Lê Đức An
3438,IM1027,HK231,L02,Đỗ Thanh Châu
3439,IM1027,HK231,L03,Nguyễn Ngọc Duy
3440,IM1027,HK231,L04,Hồ Anh Quang
3441,IM1027,HK231,L05,Phan Văn Trang
3442,IM1027,HK231,L06,Đỗ Hữu Quân
3443,IM1027,HK231,L07,Hồ Khánh Trinh
3444,IM1027,HK231,L08,Nguyễn Quốc Tuấn
3445,IM1027,HK231,L09,Lý Khánh Hiếu
3446,IM3001,HK231,L01,Đỗ Hữu Quân
3447,IM3001,HK231,L02,Bùi Quang Khôi
3448,IM3001,HK231,L03,Bùi Minh Minh
3449,IM3001,HK231,L04,Lý Đức Khôi
3450,LA1003,HK231,L01,Hồ Khánh Phúc
3451,LA1003,HK231,L02,Võ Quang Hà
3452,LA1003,HK231,L03,Hoàng Gia Châu
3453,LA1003,HK231,L04,Trần Tuấn Lam
3454,LA1003,HK231,L05,Dương Anh Thảo
3455,LA1003,HK231,L06,Lê Khánh Minh
3456,LA1003,HK231,L07,Đỗ Ngọc Duy
3457,LA1003,HK231,L08,Ngô Thị Yến
3458,LA1005,HK231,L01,Lý Gia Lam
3459,LA1005,HK231,L02,Đặng Quốc Trang
3460,LA1005,HK231,L03,Nguyễn Anh Trang
3461,LA1005,HK231,L04,Lê Khánh Minh
3462,LA1005,HK231,L05,Lê Đức Nam
3463,LA1005,HK231,L06,Hồ Minh Nam
3464,LA1005,HK231,L07,Bùi Minh Minh
3465,LA1007,HK231,L01,Đỗ Anh Minh
3466,LA1007,HK231,L02,Đỗ Hữu Quân
3467,LA1007,HK231,L03,Đặng Gia Hiếu
3468,LA1007,HK231,L04,Bùi Quang Khôi
3469,LA1007,HK231,L05,Lý Hoàng Duy
3470,LA1007,HK231,L06,Lý Đức Khôi
3471,LA1007,HK231,L07,Lý Khánh Hiếu
3472,LA1009,HK231,L01,Huỳnh Hữu Trinh
3473,LA1009,HK231,L02,Bùi Quang Khôi
3474,LA1009,HK231,L03,Hồ Thị Hiếu
3475,MI1003,HK231,L01,Đỗ Ngọc Duy
3476,MI1003,HK231,L02,Ngô Quang Châu
